Indice  Estatus    Matricula  Apellido paterno     Apellido materno     Nombre               Edad  Genero    
1326    ACTIVO     300151     HERNANDEZ            MEJIA                HUGO                 44    HOMBRE    
1327    ACTIVO     303905     DIAZ                 MEJIA                FELIX                41    HOMBRE    
1328    ACTIVO     330502     CONTRERAS            RODRIGUEZ            IVAN                 41    HOMBRE    
1329    ACTIVO     309873     GARCIA               FLORES               PAOLA                39    MUJER     
1330    ACTIVO     303409     MORA                 DEL TORO             ESMERALDA            62    MUJER     
1331    ACTIVO     325666     MEJIA                DUARTE               ALVARO               64    HOMBRE    
1332    ACTIVO     331859     QUISPE               GARCIA               FRIDA                51    MUJER     
1333    ACTIVO     321039     DEL TORO             DIAZ                 OLIVER               61    HOMBRE    
1334    ACTIVO     331368     CONTRERAS            ROJAS                DANIEL               17    HOMBRE    
1335    ACTIVO     300573     RODRIGUEZ            RODRIGUEZ            MONSERRAT            21    MUJER     
1336    ACTIVO     302829     RODRIGUEZ            LOPEZ                REBECA               65    MUJER     
1337    ACTIVO     328887     BENITEZ              ALVAREZ              IVAN                 18    HOMBRE    
1338    ACTIVO     304631     DEL TORO             RUIZ                 BRUNO                68    HOMBRE    
1339    ACTIVO     304004     SANCHEZ              LOPEZ                JOHAN                22    HOMBRE    
1340    ACTIVO     301458     DUARTE               FERNANDEZ            BRUNA                26    MUJER     
1341    ACTIVO     329835     DIAZ                 PINEDA               ALEXIA               27    MUJER     
1342    ACTIVO     322908     FERNANDEZ            MARTINEZ             ISAAC                28    HOMBRE    
1343    ACTIVO     326856     MEJIA                DEL TORO             HUGO                 63    HOMBRE    
1344    ACTIVO     300129     PINEDA               RODRIGUEZ            FERNANDA             53    MUJER     
1345    ACTIVO     321775     QUISPE               RODRIGUEZ            JAVIER               30    HOMBRE    
1346    ACTIVO     308536     DE LA FUENTE         GARCIA               VALERIA              50    MUJER     
1347    ACTIVO     317409     GARCIA               DIAZ                 ALEJANDRO            70    HOMBRE    
1348    ACTIVO     322654     CASTRO               ROJAS                ALEXA                30    MUJER     
1349    ACTIVO     331597     PINEDA               JUAREZ               JOHAN                39    HOMBRE    
1350    ACTIVO     309457     MARTINEZ             ESPINOZA             PABLO                57    HOMBRE    
1351    ACTIVO     325577     CASTRO               ESPINOZA             IVAN                 35    HOMBRE    
1352    ACTIVO     323312     PEREZ                SANCHEZ              FELIX                21    HOMBRE    
1353    ACTIVO     315728     FLORES               DEL TORO             BIANCA               51    MUJER     
1354    ACTIVO     314769     ESPINOZA             MORA                 TERESA               22    MUJER     
1355    ACTIVO     323583     CASTILLO             COTA                 ALEJANDRO            19    HOMBRE    
1356    ACTIVO     332132     DIAZ                 ROJAS                DYLAN                37    HOMBRE    
1357    ACTIVO     326923     HERNANDEZ            DUARTE               PAOLA                48    MUJER     
1358    ACTIVO     303751     FERNANDEZ            CASTILLO             BIANCA               46    MUJER     
1359    ACTIVO     305992     DUARTE               DEL TORO             BIANCA               28    MUJER     
1360    ACTIVO     322021     JUAREZ               RUIZ                 MARIA                57    MUJER     
1361    ACTIVO     325215     SILVA                RODRIGUEZ            ALICIA               30    MUJER     
1362    ACTIVO     329534     FERNANDEZ            ANDRADE              ERICK                65    HOMBRE    
1363    ACTIVO     311829     JUAREZ               CASTRO               ADAM                 37    HOMBRE    
1364    ACTIVO     329917     VERA                 MARTINEZ             FRIDA                43    MUJER     
1365    ACTIVO     307672     SANCHEZ              MEJIA                GINEBRA              44    MUJER     
1366    ACTIVO     315598     DUARTE               ESPINOZA             MAGDALENA            61    MUJER     
1367    ACTIVO     323774     DEL TORO             SANCHEZ              LEONARDO             31    HOMBRE    
1368    ACTIVO     312098     DEL TORO             LOPEZ                JESUS                59    HOMBRE    
1369    ACTIVO     331280     PEREZ                ANDRADE              GERMAN               64    HOMBRE    
1370    ACTIVO     323422     RODRIGUEZ            CASTILLO             MARCO                70    HOMBRE    
1371    ACTIVO     303382     PEREZ                SILVA                ADONIS               66    HOMBRE    
1372    ACTIVO     303360     DEL TORO             BENITEZ              MIA                  63    MUJER     
1373    ACTIVO     311332     LOPEZ                PEREZ                DAFNE                64    MUJER     
1374    ACTIVO     327828     MEJIA                BENITEZ              BRUNO                42    HOMBRE    
1375    ACTIVO     300773     FLORES               CASTRO               ADAM                 33    HOMBRE    
1376    ACTIVO     307735     CASTRO               DEL TORO             FELIX                44    HOMBRE    
1377    ACTIVO     305126     GARCIA               FLORES               MAGDALENA            33    MUJER     
1378    ACTIVO     302251     FLORES               MORA                 AXEL                 33    HOMBRE    
1379    ACTIVO     331297     CONTRERAS            CASTILLO             JESUS                41    HOMBRE    
1380    ACTIVO     328903     BENITEZ              QUISPE               ALEJANDRA            62    MUJER     
1381    ACTIVO     316476     SANCHEZ              LOPEZ                FELIX                22    HOMBRE    
1382    ACTIVO     310835     LOPEZ                FLORES               HUGO                 56    HOMBRE    
1383    ACTIVO     303745     MARTINEZ             ESPINOZA             ESMERALDA            22    MUJER     
1384    ACTIVO     301331     CONTRERAS            ESPINOZA             YAEL                 37    HOMBRE    
1385    ACTIVO     316520     MORA                 BENITEZ              GAEL                 61    HOMBRE    
1386    ACTIVO     319744     SANCHEZ              HERNANDEZ            ALEXA                28    MUJER     
1387    ACTIVO     323656     ALVAREZ              GARCIA               IVAN                 69    HOMBRE    
1388    ACTIVO     302555     GARCIA               DUARTE               BRUNO                30    HOMBRE    
1389    ACTIVO     300090     GARCIA               ESPINOZA             JAVIER               25    HOMBRE    
1390    ACTIVO     313330     FERNANDEZ            FLORES               HUGO                 57    HOMBRE    
1391    ACTIVO     311641     COTA                 ESPINOZA             JESUS                66    HOMBRE    
1392    ACTIVO     325745     RODRIGUEZ            CASTRO               CAMILA               49    MUJER     
1393    ACTIVO     315756     LOPEZ                ANDRADE              GINEBRA              18    MUJER     
1394    ACTIVO     306181     FERNANDEZ            JUAREZ               FRANCISCO            39    HOMBRE    
1395    ACTIVO     331273     FLORES               HERNANDEZ            MONSERRAT            44    MUJER     
1396    ACTIVO     308112     DIAZ                 MORA                 MAGDALENA            46    MUJER     
1397    ACTIVO     317350     DUARTE               CASTILLO             YAEL                 49    HOMBRE    
1398    ACTIVO     328535     LOPEZ                ALVAREZ              FRANCISCO            52    HOMBRE    
1399    ACTIVO     305755     FERNANDEZ            DIAZ                 HUGO                 22    HOMBRE    
1400    ACTIVO     304082     GARCIA               SANCHEZ              JAVIER               19    HOMBRE    
1401    ACTIVO     330545     ESPINOZA             MEJIA                DAFNE                34    MUJER     
1402    ACTIVO     318032     JUAREZ               DE LA FUENTE         LUCAS                20    HOMBRE    
1403    ACTIVO     316204     PINEDA               ROJAS                ALEXA                57    MUJER     
1404    ACTIVO     329553     CONTRERAS            LOPEZ                ALDO                 65    HOMBRE    
1405    ACTIVO     305353     ALVAREZ              BENITEZ              FRANCISCO            52    HOMBRE    
1406    ACTIVO     300125     DUARTE               BENITEZ              ALEJANDRO            31    HOMBRE    
1407    ACTIVO     311995     QUISPE               FERNANDEZ            AURA                 30    MUJER     
1408    ACTIVO     311078     BENITEZ              DUARTE               FRANCISCO            62    HOMBRE    
1409    ACTIVO     328313     FLORES               DE LA FUENTE         MARCO                23    HOMBRE    
1410    ACTIVO     329627     DIAZ                 DIAZ                 ALVARO               49    HOMBRE    
1411    ACTIVO     329033     FERNANDEZ            DUARTE               MIA                  40    MUJER     
1412    ACTIVO     310908     ESPINOZA             GARCIA               ALEXIA               24    MUJER     
1413    ACTIVO     323764     DE LA FUENTE         DIAZ                 GINA                 62    MUJER     
1414    ACTIVO     306225     SILVA                VERA                 ALEXA                30    MUJER     
1415    ACTIVO     319420     BENITEZ              MORA                 VALENTINA            55    MUJER     
1416    ACTIVO     310629     MEJIA                BENITEZ              ALEJANDRO            57    HOMBRE    
1417    ACTIVO     304238     ESPINOZA             DUARTE               ALEJANDRO            29    HOMBRE    
1418    ACTIVO     313235     VERA                 ESPINOZA             ADONIS               52    HOMBRE    
1419    ACTIVO     321594     HERNANDEZ            FERNANDEZ            LUCAS                42    HOMBRE    
1420    ACTIVO     325165     DIAZ                 PINEDA               BRUNA                53    MUJER     
1421    ACTIVO     329237     DUARTE               SANCHEZ              HUGO                 69    HOMBRE    
1422    ACTIVO     303132     BENITEZ              CASTRO               ISAAC                48    HOMBRE    
1423    ACTIVO     316813     SANCHEZ              FLORES               OLIVIA               35    MUJER     
1424    ACTIVO     304972     MORA                 CASTRO               YAEL                 44    HOMBRE    
1425    ACTIVO     319601     ESPINOZA             CASTRO               PAOLA                24    MUJER     
1426    ACTIVO     323448     MEJIA                LOPEZ                HUGO                 29    HOMBRE    
1427    ACTIVO     314811     ESPINOZA             LOPEZ                REBECA               22    MUJER     
1428    ACTIVO     325686     GARCIA               GARCIA               BIANCA               34    MUJER     
1429    ACTIVO     306625     SILVA                MEJIA                FERNANDA             49    MUJER     
1430    ACTIVO     321093     GARCIA               JUAREZ               JOHAN                44    HOMBRE    
1431    ACTIVO     332699     ROJAS                CASTRO               BRUNO                37    HOMBRE    
1432    ACTIVO     329749     MEJIA                MEJIA                GINA                 57    MUJER     
1433    ACTIVO     305111     MORA                 CONTRERAS            GINEBRA              37    MUJER     
1434    ACTIVO     303510     HERNANDEZ            CASTRO               BRUNO                70    HOMBRE    
1435    ACTIVO     303195     GARCIA               DIAZ                 REBECA               70    MUJER     
1436    ACTIVO     330565     FLORES               MEJIA                ERICK                70    HOMBRE    
1437    ACTIVO     313753     LOPEZ                DUARTE               ADONIS               68    HOMBRE    
1438    ACTIVO     323701     BENITEZ              LOPEZ                ALEJANDRA            41    MUJER     
1439    ACTIVO     331001     MORA                 ANDRADE              BRUNA                57    MUJER     
1440    ACTIVO     309466     ALVAREZ              FLORES               ELENA                49    MUJER     
1441    ACTIVO     303235     COTA                 ANDRADE              BIANCA               40    MUJER     
1442    ACTIVO     321882     GARCIA               CASTRO               CAMILA               35    MUJER     
1443    ACTIVO     314315     RODRIGUEZ            MORA                 DAFNE                23    MUJER     
1444    ACTIVO     329751     FLORES               ANDRADE              MAGDALENA            34    MUJER     
1445    ACTIVO     323106     RODRIGUEZ            BENITEZ              ALEXIA               70    MUJER     
1446    ACTIVO     315319     CASTILLO             RUIZ                 IVAN                 18    HOMBRE    
1447    ACTIVO     307706     RODRIGUEZ            BENITEZ              ADAM                 21    HOMBRE    
1448    ACTIVO     310774     DUARTE               DE LA FUENTE         AMANDA               54    MUJER     
1449    ACTIVO     301464     JUAREZ               CASTRO               MANUEL               44    HOMBRE    
1450    ACTIVO     313710     ANDRADE              SANCHEZ              BRUNO                45    HOMBRE    
1451    ACTIVO     315648     PINEDA               DE LA FUENTE         VALERIA              53    MUJER     
1452    ACTIVO     314021     ANDRADE              BENITEZ              BRUNO                38    HOMBRE    
1453    ACTIVO     323869     HERNANDEZ            DUARTE               MONSERRAT            65    MUJER     
1454    ACTIVO     320600     CONTRERAS            DIAZ                 ESMERALDA            45    MUJER     
1455    ACTIVO     303151     PEREZ                ESPINOZA             ALVARO               52    HOMBRE    
1456    ACTIVO     325381     JUAREZ               SILVA                ALDO                 55    HOMBRE    
1457    ACTIVO     310138     ESPINOZA             ESPINOZA             VALENTINA            56    MUJER     
1458    ACTIVO     322494     RODRIGUEZ            QUISPE               ALICIA               38    MUJER     
1459    ACTIVO     325164     ALVAREZ              JUAREZ               DANIEL               17    HOMBRE    
1460    ACTIVO     320044     ALVAREZ              CASTILLO             JAVIER               70    HOMBRE    
1461    ACTIVO     301454     ROJAS                JUAREZ               YAEL                 62    HOMBRE    
1462    ACTIVO     331233     RUIZ                 HERNANDEZ            ALVARO               59    HOMBRE    
1463    ACTIVO     316014     GARCIA               COTA                 ERICK                25    HOMBRE    
1464    ACTIVO     315106     PINEDA               MARTINEZ             REBECA               17    MUJER     
1465    ACTIVO     309195     DE LA FUENTE         MEJIA                FELIX                19    HOMBRE    
1466    ACTIVO     315763     LOPEZ                FERNANDEZ            ADONIS               44    HOMBRE    
1467    ACTIVO     325314     JUAREZ               ROJAS                MAGDALENA            32    MUJER     
1468    ACTIVO     311589     LOPEZ                LOPEZ                ALDO                 25    HOMBRE    
1469    ACTIVO     315320     PEREZ                FLORES               ALEJANDRA            57    MUJER     
1470    ACTIVO     318237     CASTILLO             ANDRADE              HUGO                 47    HOMBRE    
1471    ACTIVO     315592     LOPEZ                ROJAS                GAEL                 42    HOMBRE    
1472    ACTIVO     322471     PINEDA               DEL TORO             ELENA                17    MUJER     
1473    ACTIVO     325998     PINEDA               MEJIA                REBECA               50    MUJER     
1474    ACTIVO     328442     PINEDA               LOPEZ                GAEL                 35    HOMBRE    
1475    ACTIVO     308085     PINEDA               ALVAREZ              ALEXA                58    MUJER     
1476    ACTIVO     322892     MORA                 DUARTE               OLIVER               70    HOMBRE    
1477    ACTIVO     314654     FERNANDEZ            ROJAS                ALEJANDRO            69    HOMBRE    
1478    ACTIVO     309785     BENITEZ              CASTRO               VALERIA              42    MUJER     
1479    ACTIVO     319633     GARCIA               MORA                 BRUNA                34    MUJER     
1480    ACTIVO     319151     PINEDA               DUARTE               ALEXIA               53    MUJER     
1481    ACTIVO     316551     MEJIA                SANCHEZ              FERNANDA             46    MUJER     
1482    ACTIVO     311293     DIAZ                 RODRIGUEZ            ALDO                 27    HOMBRE    
1483    ACTIVO     320056     VERA                 GARCIA               JOHAN                53    HOMBRE    
1484    ACTIVO     307100     ESPINOZA             LOPEZ                ALDO                 68    HOMBRE    
1485    ACTIVO     314498     ROJAS                MORA                 PABLO                20    HOMBRE    
1486    ACTIVO     305182     ROJAS                MEJIA                GINEBRA              25    MUJER     
1487    ACTIVO     308315     VERA                 CASTRO               TERESA               27    MUJER     
1488    ACTIVO     316566     BENITEZ              GARCIA               ADONIS               61    HOMBRE    
1489    ACTIVO     308856     GARCIA               VERA                 JAVIER               40    HOMBRE    
1490    ACTIVO     307047     CONTRERAS            FLORES               ALEJANDRA            47    MUJER     
1491    ACTIVO     310846     ESPINOZA             PINEDA               AMANDA               49    MUJER     
1492    ACTIVO     312401     BENITEZ              ANDRADE              PAOLA                18    MUJER     
1493    ACTIVO     309321     QUISPE               MARTINEZ             SOFIA                68    MUJER     
1494    ACTIVO     301057     LOPEZ                ANDRADE              CAMILA               52    MUJER     
1495    ACTIVO     309950     JUAREZ               FERNANDEZ            IVAN                 66    HOMBRE    
1496    ACTIVO     310538     DUARTE               ANDRADE              GAEL                 34    HOMBRE    
1497    ACTIVO     310527     DIAZ                 VERA                 HUGO                 38    HOMBRE    
1498    ACTIVO     332198     CONTRERAS            HERNANDEZ            REBECA               17    MUJER     
1499    ACTIVO     317936     FLORES               DIAZ                 FRIDA                56    MUJER     
1500    ACTIVO     308348     COTA                 DIAZ                 AXEL                 24    HOMBRE    
1501    ACTIVO     302855     RODRIGUEZ            LOPEZ                GERMAN               70    HOMBRE    
1502    ACTIVO     330559     ALVAREZ              BENITEZ              ELENA                47    MUJER     
1503    ACTIVO     311658     CASTRO               MEJIA                JOHAN                63    HOMBRE    
1504    ACTIVO     327324     GARCIA               CONTRERAS            MAGDALENA            17    MUJER     
1505    ACTIVO     327531     QUISPE               ANDRADE              VALERIA              37    MUJER     
1506    ACTIVO     305515     CONTRERAS            LOPEZ                VALERIA              25    MUJER     
1507    ACTIVO     300243     DEL TORO             MEJIA                IVAN                 44    HOMBRE    
1508    ACTIVO     304409     VERA                 ANDRADE              AMANDA               35    MUJER     
1509    ACTIVO     326254     QUISPE               DIAZ                 GINEBRA              61    MUJER     
1510    ACTIVO     302933     ANDRADE              ANDRADE              GERMAN               56    HOMBRE    
1511    ACTIVO     310486     RODRIGUEZ            MEJIA                ALEXIA               50    MUJER     
1512    ACTIVO     304377     SANCHEZ              HERNANDEZ            MONSERRAT            61    MUJER     
1513    ACTIVO     325251     MEJIA                ROJAS                BRUNO                17    HOMBRE    
1514    ACTIVO     314938     SILVA                CONTRERAS            ALBERTO              68    HOMBRE    
1515    ACTIVO     309523     CONTRERAS            SANCHEZ              BRUNA                59    MUJER     
1516    ACTIVO     309267     QUISPE               RODRIGUEZ            LUCAS                51    HOMBRE    
1517    ACTIVO     324054     HERNANDEZ            QUISPE               FELIX                67    HOMBRE    
1518    ACTIVO     325358     JUAREZ               SANCHEZ              REBECA               51    MUJER     
1519    ACTIVO     300444     MORA                 SILVA                TERESA               68    MUJER     
1520    ACTIVO     323220     ALVAREZ              GARCIA               ERICK                66    HOMBRE    
1521    ACTIVO     303042     RUIZ                 ALVAREZ              MAGDALENA            37    MUJER     
1522    ACTIVO     310102     BENITEZ              MEJIA                DYLAN                19    HOMBRE    
1523    ACTIVO     307322     DUARTE               DE LA FUENTE         PAOLA                69    MUJER     
1524    ACTIVO     301180     DUARTE               RODRIGUEZ            BIANCA               32    MUJER     
1525    ACTIVO     317018     PINEDA               SILVA                BRUNA                40    MUJER     
1526    ACTIVO     323566     DIAZ                 ROJAS                JULIETA              23    MUJER     
1527    ACTIVO     315176     HERNANDEZ            SILVA                MARIA                20    MUJER     
1528    ACTIVO     327456     ESPINOZA             ALVAREZ              ALEXIA               42    MUJER     
1529    ACTIVO     314339     SILVA                ROJAS                REBECA               65    MUJER     
1530    ACTIVO     310594     PINEDA               QUISPE               GINEBRA              26    MUJER     
1531    ACTIVO     328724     RUIZ                 COTA                 ADAM                 42    HOMBRE    
1532    ACTIVO     323240     SILVA                FERNANDEZ            JAVIER               43    HOMBRE    
1533    ACTIVO     304214     MARTINEZ             SANCHEZ              AURA                 47    MUJER     
1534    ACTIVO     332151     PINEDA               FERNANDEZ            ALICIA               59    MUJER     
1535    ACTIVO     320548     GARCIA               DEL TORO             MAGDALENA            26    MUJER     
1536    ACTIVO     331664     QUISPE               DIAZ                 BRUNA                31    MUJER     
1537    ACTIVO     315105     CONTRERAS            CONTRERAS            MARIA                38    MUJER     
1538    ACTIVO     319937     ESPINOZA             ROJAS                ALICIA               56    MUJER     
1539    ACTIVO     330796     CONTRERAS            CONTRERAS            AXEL                 35    HOMBRE    
1540    ACTIVO     331817     JUAREZ               JUAREZ               ALBERTO              66    HOMBRE    
1541    ACTIVO     308069     MEJIA                MORA                 MARTINA              58    MUJER     
1542    ACTIVO     326033     SILVA                CASTRO               FRIDA                63    MUJER     
1543    ACTIVO     300803     MARTINEZ             CASTRO               ALBERTO              59    HOMBRE    
1544    ACTIVO     321036     DE LA FUENTE         DIAZ                 ALEXIA               63    MUJER     
1545    ACTIVO     307280     MARTINEZ             CASTILLO             AURA                 26    MUJER     
1546    ACTIVO     318502     DE LA FUENTE         DUARTE               FERNANDA             34    MUJER     
1547    ACTIVO     306975     MARTINEZ             PEREZ                ALVARO               46    HOMBRE    
1548    ACTIVO     315013     HERNANDEZ            ROJAS                ALEJANDRO            59    HOMBRE    
1549    ACTIVO     307696     JUAREZ               RODRIGUEZ            ALDO                 65    HOMBRE    
1550    ACTIVO     303164     DE LA FUENTE         GARCIA               FERNANDA             60    MUJER     
1551    ACTIVO     313735     JUAREZ               RODRIGUEZ            BIANCA               60    MUJER     
1552    ACTIVO     307461     CONTRERAS            PEREZ                VALERIA              61    MUJER     
1553    ACTIVO     323525     COTA                 PINEDA               GERMAN               45    HOMBRE    
1554    ACTIVO     325055     MARTINEZ             FERNANDEZ            LEONARDO             18    HOMBRE    
1555    ACTIVO     319685     COTA                 CASTRO               LUCAS                52    HOMBRE    
1556    ACTIVO     317738     LOPEZ                CONTRERAS            HUGO                 26    HOMBRE    
1557    ACTIVO     307770     DIAZ                 CONTRERAS            GERMAN               20    HOMBRE    
1558    ACTIVO     319712     DUARTE               RUIZ                 FRIDA                58    MUJER     
1559    ACTIVO     312583     FLORES               PINEDA               AMANDA               32    MUJER     
1560    ACTIVO     316054     ESPINOZA             SANCHEZ              BRUNA                39    MUJER     
1561    ACTIVO     322847     QUISPE               BENITEZ              HUGO                 61    HOMBRE    
1562    ACTIVO     316820     SANCHEZ              LOPEZ                IVAN                 64    HOMBRE    
1563    ACTIVO     322463     MEJIA                FERNANDEZ            BRUNO                44    HOMBRE    
1564    ACTIVO     314482     PEREZ                FLORES               ERICK                67    HOMBRE    
1565    ACTIVO     300841     PINEDA               ESPINOZA             FELIX                46    HOMBRE    
1566    ACTIVO     320276     QUISPE               BENITEZ              ALBERTO              49    HOMBRE    
1567    ACTIVO     315010     CONTRERAS            COTA                 MARIA                17    MUJER     
1568    ACTIVO     330983     SANCHEZ              DEL TORO             GAEL                 47    HOMBRE    
1569    ACTIVO     332143     JUAREZ               PEREZ                OLIVER               18    HOMBRE    
1570    ACTIVO     323421     VERA                 COTA                 BRUNA                26    MUJER     
1571    ACTIVO     318412     QUISPE               DE LA FUENTE         GINA                 69    MUJER     
1572    ACTIVO     324773     SANCHEZ              ALVAREZ              ERICK                70    HOMBRE    
1573    ACTIVO     316395     ROJAS                CASTRO               ALEXA                69    MUJER     
1574    ACTIVO     304339     ALVAREZ              DIAZ                 MARTINA              52    MUJER     
1575    ACTIVO     326438     MORA                 BENITEZ              GINEBRA              54    MUJER     
1576    ACTIVO     306199     RUIZ                 QUISPE               DANIEL               20    HOMBRE    
1577    ACTIVO     311374     CASTILLO             ALVAREZ              AXEL                 32    HOMBRE    
1578    ACTIVO     326233     FERNANDEZ            DIAZ                 OLIVER               18    HOMBRE    
1579    ACTIVO     304054     MEJIA                MEJIA                ALICIA               21    MUJER     
1580    ACTIVO     313069     PINEDA               JUAREZ               SOFIA                38    MUJER     
1581    ACTIVO     321245     GARCIA               ESPINOZA             TERESA               66    MUJER     
1582    ACTIVO     321564     DEL TORO             ALVAREZ              AXEL                 49    HOMBRE    
1583    ACTIVO     323746     SANCHEZ              JUAREZ               GERMAN               64    HOMBRE    
1584    ACTIVO     318671     ROJAS                HERNANDEZ            GERMAN               32    HOMBRE    
1585    ACTIVO     325365     PEREZ                CONTRERAS            ADONIS               70    HOMBRE    
1586    ACTIVO     303991     CASTILLO             HERNANDEZ            REBECA               33    MUJER     
1587    ACTIVO     313555     PEREZ                CASTILLO             PAOLA                46    MUJER     
1588    ACTIVO     313905     JUAREZ               HERNANDEZ            CAMILA               66    MUJER     
1589    ACTIVO     322369     DIAZ                 MARTINEZ             BIANCA               62    MUJER     
1590    ACTIVO     305816     VERA                 FERNANDEZ            ALICIA               61    MUJER     
1591    ACTIVO     302024     QUISPE               SANCHEZ              MIA                  54    MUJER     
1592    ACTIVO     302306     DUARTE               CASTILLO             MARCO                58    HOMBRE    
1593    ACTIVO     326448     LOPEZ                ALVAREZ              ALEXIA               56    MUJER     
1594    ACTIVO     313659     FERNANDEZ            JUAREZ               DANIEL               32    HOMBRE    
1595    ACTIVO     318592     MEJIA                CASTRO               DANIEL               56    HOMBRE    
1596    ACTIVO     308065     FERNANDEZ            RODRIGUEZ            ALEJANDRO            63    HOMBRE    
1597    ACTIVO     324660     SILVA                BENITEZ              ESMERALDA            66    MUJER     
1598    ACTIVO     327327     COTA                 BENITEZ              AXEL                 63    HOMBRE    
1599    ACTIVO     319107     ROJAS                DE LA FUENTE         GINA                 35    MUJER     
1600    ACTIVO     321522     JUAREZ               CASTRO               GINA                 24    MUJER     
1601    ACTIVO     326809     CASTRO               PINEDA               MAGDALENA            63    MUJER     
1602    ACTIVO     304551     ALVAREZ              SANCHEZ              OLIVER               41    HOMBRE    
1603    ACTIVO     321850     VERA                 CONTRERAS            FRIDA                31    MUJER     
1604    ACTIVO     326097     ROJAS                CONTRERAS            REBECA               17    MUJER     
1605    ACTIVO     327472     LOPEZ                CONTRERAS            ERICK                61    HOMBRE    
1606    ACTIVO     324969     GARCIA               QUISPE               OLIVER               68    HOMBRE    
1607    ACTIVO     309753     JUAREZ               HERNANDEZ            YAEL                 45    HOMBRE    
1608    ACTIVO     321580     DEL TORO             ALVAREZ              AMANDA               66    MUJER     
1609    ACTIVO     300916     PINEDA               DUARTE               ABRIL                31    MUJER     
1610    ACTIVO     328755     ALVAREZ              ANDRADE              AMANDA               67    MUJER     
1611    ACTIVO     324160     RODRIGUEZ            JUAREZ               MARIA                55    MUJER     
1612    ACTIVO     320205     JUAREZ               SILVA                ESMERALDA            56    MUJER     
1613    ACTIVO     314917     FERNANDEZ            DE LA FUENTE         DANIEL               61    HOMBRE    
1614    ACTIVO     308679     ANDRADE              ESPINOZA             ELENA                27    MUJER     
1615    ACTIVO     317575     VERA                 QUISPE               GERMAN               32    HOMBRE    
1616    ACTIVO     308665     SANCHEZ              ANDRADE              MARTINA              38    MUJER     
1617    ACTIVO     306580     ROJAS                PINEDA               FERNANDA             59    MUJER     
1618    ACTIVO     310353     MEJIA                CONTRERAS            VALERIA              30    MUJER     
1619    ACTIVO     318126     RODRIGUEZ            SANCHEZ              ALICIA               61    MUJER     
1620    ACTIVO     313825     PEREZ                VERA                 MAGDALENA            24    MUJER     
1621    ACTIVO     313883     MEJIA                ANDRADE              ALEJANDRA            54    MUJER     
1622    ACTIVO     311851     ROJAS                DEL TORO             TERESA               43    MUJER     
1623    ACTIVO     328682     SILVA                GARCIA               ALEXA                70    MUJER     
1624    ACTIVO     322520     DUARTE               HERNANDEZ            JULIETA              66    MUJER     
1625    ACTIVO     327432     HERNANDEZ            ROJAS                PABLO                24    HOMBRE    
1626    ACTIVO     300226     LOPEZ                MARTINEZ             PAOLA                53    MUJER     
1627    ACTIVO     304022     MEJIA                VERA                 JOHAN                26    HOMBRE    
1628    ACTIVO     302198     RODRIGUEZ            PINEDA               REBECA               20    MUJER     
1629    ACTIVO     308797     ALVAREZ              ESPINOZA             ALVARO               28    HOMBRE    
1630    ACTIVO     311232     RODRIGUEZ            VERA                 BIANCA               50    MUJER     
1631    ACTIVO     306992     DIAZ                 ALVAREZ              JAVIER               34    HOMBRE    
1632    ACTIVO     318445     DUARTE               JUAREZ               TERESA               24    MUJER     
1633    ACTIVO     314408     RUIZ                 DIAZ                 DAFNE                21    MUJER     
1634    ACTIVO     315874     CONTRERAS            CASTRO               HUGO                 19    HOMBRE    
1635    ACTIVO     322336     MARTINEZ             CASTILLO             VALERIA              34    MUJER     
1636    ACTIVO     329594     QUISPE               DE LA FUENTE         BRUNA                23    MUJER     
1637    ACTIVO     330060     FERNANDEZ            GARCIA               JOHAN                62    HOMBRE    
1638    ACTIVO     303909     VERA                 HERNANDEZ            OLIVER               49    HOMBRE    
1639    ACTIVO     303706     PEREZ                FERNANDEZ            FELIX                70    HOMBRE    
1640    ACTIVO     318910     QUISPE               ANDRADE              VALENTINA            49    MUJER     
1641    ACTIVO     322540     LOPEZ                JUAREZ               ALDO                 31    HOMBRE    
1642    ACTIVO     329388     DUARTE               CONTRERAS            AMANDA               23    MUJER     
1643    ACTIVO     305492     DE LA FUENTE         ALVAREZ              ALDO                 70    HOMBRE    
1644    ACTIVO     300603     ANDRADE              SILVA                BRUNO                21    HOMBRE    
1645    ACTIVO     332689     BENITEZ              FLORES               OLIVER               36    HOMBRE    
1646    ACTIVO     322107     RUIZ                 PINEDA               IVAN                 18    HOMBRE    
1647    ACTIVO     332170     PINEDA               JUAREZ               VALERIA              56    MUJER     
1648    ACTIVO     329946     LOPEZ                PEREZ                OLIVER               33    HOMBRE    
1649    ACTIVO     310409     MEJIA                ROJAS                GERMAN               52    HOMBRE    
1650    ACTIVO     329150     GARCIA               COTA                 FERNANDA             67    MUJER     
1651    ACTIVO     322809     QUISPE               FLORES               DAFNE                34    MUJER     
1652    ACTIVO     320870     RUIZ                 SANCHEZ              MIA                  29    MUJER     
1653    ACTIVO     314211     PINEDA               DE LA FUENTE         FRIDA                55    MUJER     
1654    ACTIVO     301762     MORA                 HERNANDEZ            ADAM                 29    HOMBRE    
1655    ACTIVO     303526     ALVAREZ              CASTRO               JULIETA              21    MUJER     
1656    ACTIVO     331003     CASTRO               FERNANDEZ            ELENA                32    MUJER     
